397635	537347
397635	257959
397635	372509
397635	615384
397635	178104
397635	324880
397635	131145
397635	3923
415990	1437027
435481	212979
435481	225110
435481	288471
435481	287977
435481	367668
75949	112190
75949	93783
75949	238955
75949	69819
75949	62487
75949	13442
75949	250736
75949	38240
75949	373677
75949	87909
75949	111277
75949	364
75949	120050
75949	95264
75949	60554
75949	107034
75949	71833
75949	101431
75949	43996
75949	44381
75949	35574
75949	77562
75949	107476
75949	13152
75949	72918
75949	132965
75949	142896
75949	28952
75949	87
75949	107947
75949	119209
75949	58701
75949	162914
75949	154704
75949	73990
75949	103332
75949	15865
75949	656258
75949	972
75949	149828
75949	148891
75949	17
75949	107103
75949	74823
75949	49768
75949	126466
75949	90760
75949	144836
75949	113441
75949	124213
75949	21011
75949	77579
75949	72805
75949	26651
75949	2424
75949	4732
75949	58278
75949	182804
75949	106340
75949	106610
75949	296326
75949	27962
75949	84770
75949	45977
75949	222483
75949	91796
75949	249403
75949	23556
75949	1190706
75949	72373
75949	196513
75949	221
75949	891
75949	228523
75949	11037
75949	13347
75949	142720
75949	65652
75949	133993
75949	339592
75949	72390
75949	27070
75949	475251
75949	30866
75949	27885
75949	146407
75949	300377
75949	4365
75949	30507
75949	2276
75949	109706
75949	260686
75949	75949
75949	1117
75949	125
75949	48688
75949	14421
75949	102981
75949	113745
75949	224131
75949	3501
75949	3603
75949	37423
75949	2694
75949	10025
75949	81574
75949	181325
75949	272
75949	132176
75949	158164
75949	107942
75949	147794
75949	239707
75949	112928
75949	132657
75949	1889
75949	31775
675684	247417
675684	30602
675684	1128098
675684	476769
675684	92086
550250	553470
550250	262600
550250	582937
550250	481208
550250	231173
550250	550063
550250	556490
550250	555385
550250	474185
550250	186557
566368	591167
566368	993989
387329	300441
387329	322731
387329	387346
326578	31919
326578	3635
326578	55347
326578	34235
326578	609
326578	263297
326578	31377
326578	131013
326578	12394
326578	722
326578	3007
116784	95983
100019	25813
100019	22483
100019	14767
100019	194833
100019	122907
100019	74263
100019	101642
100019	44939
100019	15122
100019	470982
100019	38152
100019	68434
100019	15650
100019	30979
100019	104568
100019	41916
100019	511
100019	143696
100019	80143
100019	143192
100019	15596
100019	219334
100019	10414
100019	866
100019	17083
100019	2941
100019	22390
100019	8446
100019	42131
100019	37071
100019	32899
100019	237095
100019	170613
100019	44381
100019	453127
100019	38926
100019	167620
100019	82125
100019	14908
100019	49348
100019	82344
100019	95585
100019	7294
100019	19269
100019	54233
100019	526
100019	47261
100019	112499
100019	37385
100019	191847
100019	199
100019	14495
100019	71130
100019	62211
100019	121745
100019	21423
100019	25370
100019	48224
100019	51030
100019	71806
100019	72239
100019	9685
100019	298
100019	362312
100019	45426
100019	341551
100019	88993
100019	15492
100019	44141
100019	220182
100019	204976
100019	209105
100019	41240
100019	208167
100019	149730
100019	23443
100019	128447
100019	93935
100019	32830
100019	27891
100019	87067
100019	860
100019	146492
100019	69065
100019	56603
100019	22864
100019	847
100019	2266
100019	261104
100019	124896
100019	21396
100019	13596
100019	203
100019	45988
100019	396419
100019	51112
100019	50336
100019	76566
100019	148447
100019	101841
100019	55942
100019	1826
100019	186741
100019	37070
100019	884
100019	88034
100019	57445
100019	257650
100019	148381
100019	45384
100019	31447
100019	139110
100019	135327
100019	145210
100019	2082
100019	5577
100019	180707
100019	131595
100019	35572
100019	3581
100019	181187
100019	164364
100019	123040
100019	14238
100019	73289
100019	2406
100019	187559
100019	127036
100019	29247
100019	50716
100019	21908
100019	2955
100019	29940
100019	84337
100019	158863
100019	63386
100019	7000
100019	4165
100019	107071
100019	78227
100019	7238
100019	21063
100019	143504
100019	49987
100019	136666
100019	22814
100019	23071
100019	361499
100019	120109
100019	64720
100019	43466
100019	37570
100019	17008
100019	140435
